measnum,mpdsector,projsym,varname,descrip,units,method,intervention,paneldesc,datatype,sextested,nstrainstested,ageweeks
6006,css,Hunter1,mets,"number of pulmonary metastases",n,histopathology,,"MMTV PyVT transgenic",,f,28,
6007,css,Hunter1,met_area,"area of pulmonary metastases (x 10<sup>3</sup>)",&micro;m<sup>2</sup>,histopathology,,"MMTV PyVT transgenic",,f,28,
6008,css,Hunter1,tot_area,"total lung area (x 10<sup>3</sup>)",&micro;m<sup>2</sup>,histopathology,,"MMTV PyVT transgenic",,f,28,
6009,css,Hunter1,ratio_mta,"number of pulmonary metastases per total lung area (x 10<sup>-9</sup>)",n/&micro;m<sup>2</sup>,histopathology,,"MMTV PyVT transgenic",,f,28,
6010,css,Hunter1,met_size,"area of pulmonary metastases per number of metastases",&micro;m<sup>2</sup>/n,histopathology,,"MMTV PyVT transgenic",,f,28,
6011,css,Hunter1,ratio_ata,"area of pulmonary metastases per total lung area",ratio,histopathology,,"MMTV PyVT transgenic",,f,28,
6101,css,Tordoff1,NaCl_age,"age at start of NaCl test (local parameter)",d,"colony observation",,inbred,,m,28,
6102,css,Tordoff1,NaCl_bwavg,"average body weight during NaCl test (local parameter)",g,"body weight",,inbred,,m,28,4-12wks
6103,css,Tordoff1,NaCl_pref75,"preference for NaCl (sodium chloride) solutions, concentration 75 mM",%,"bottle choice test",,inbred,,m,28,4-12wks
6104,css,Tordoff1,NaCl_pref150,"preference for NaCl (sodium chloride) solutions, concentration 150 mM",%,"bottle choice test",,inbred,,m,28,4-12wks
6105,css,Tordoff1,NaCl_pref300,"preference for NaCl (sodium chloride) solutions, concentration 300 mM",%,"bottle choice test",,inbred,,m,28,4-12wks
6106,css,Tordoff1,NaCl_pref450,"preference for NaCl (sodium chloride) solutions, concentration 450 mM",%,"bottle choice test",,inbred,,m,28,4-12wks
6107,css,Tordoff1,KCl_age,"age at start of KCl test (local parameter)",d,"colony observation",,inbred,,m,28,
6108,css,Tordoff1,KCl_bwavg,"average body weight during KCl test (local parameter)",g,"body weight",,inbred,,m,28,4-12wks
6109,css,Tordoff1,KCl_pref10,"preference for KCl (potassium chloride) solutions, concentration 10 mM",%,"bottle choice test",,inbred,,m,28,4-12wks
6110,css,Tordoff1,KCl_pref30,"preference for KCl (potassium chloride) solutions, concentration 30 mM",%,"bottle choice test",,inbred,,m,28,4-12wks
6111,css,Tordoff1,KCl_pref100,"preference for KCl (potassium chloride) solutions, concentration 100 mM",%,"bottle choice test",,inbred,,m,28,4-12wks
6112,css,Tordoff1,KCl_pref200,"preference for KCl (potassium chloride) solutions, concentration 200 mM",%,"bottle choice test",,inbred,,m,28,4-12wks
6113,css,Tordoff1,KCl_pref300,"preference for KCl (potassium chloride) solutions, concentration 300 mM",%,"bottle choice test",,inbred,,m,28,4-12wks
6114,css,Tordoff1,CaCl2_age,"age at start of CaCl2 test (local parameter)",d,"colony observation",,inbred,,m,28,
6115,css,Tordoff1,CaCl2_bwavg,"average body weight during CaCl2 test (local parameter)",g,"body weight",,inbred,,m,28,4-12wks
6116,css,Tordoff1,CaCl2_pref3,"preference for CaCl2 (calcium chloride) solutions, concentration 3 mM",%,"bottle choice test",,inbred,,m,28,4-12wks
6117,css,Tordoff1,CaCl2_pref10,"preference for CaCl2 (calcium chloride) solutions, concentration 10 mM",%,"bottle choice test",,inbred,,m,28,4-12wks
6118,css,Tordoff1,CaCl2_pref30,"preference for CaCl2 (calcium chloride) solutions, concentration 30 mM",%,"bottle choice test",,inbred,,m,28,4-12wks
6119,css,Tordoff1,CaCl2_pref100,"preference for CaCl2 (calcium chloride) solutions, concentration 100 mM",%,"bottle choice test",,inbred,,m,28,4-12wks
6120,css,Tordoff1,NH4Cl_age,"age at start of NH4Cl test (local parameter)",d,"colony observation",,inbred,,m,28,
6121,css,Tordoff1,NH4Cl_bwavg,"average body weight during NH4Cl test (local parameter)",g,"body weight",,inbred,,m,28,4-12wks
6122,css,Tordoff1,NH4Cl_pref10,"preference for NH4Cl (ammonium chloride) solutions, concentration 10 mM",%,"bottle choice test",,inbred,,m,28,4-12wks
6123,css,Tordoff1,NH4Cl_pref30,"preference for NH4Cl (ammonium chloride) solutions, concentration 30 mM",%,"bottle choice test",,inbred,,m,28,4-12wks
6124,css,Tordoff1,NH4Cl_pref100,"preference for NH4Cl (ammonium chloride) solutions, concentration 100 mM",%,"bottle choice test",,inbred,,m,28,4-12wks
6125,css,Tordoff1,NH4Cl_pref300,"preference for NH4Cl (ammonium chloride) solutions, concentration 300 mM",%,"bottle choice test",,inbred,,m,28,4-12wks
6201,css,Peters1,WBC,"white blood cell count (WBC; per volume x 10<sup>3</sup>)",n/&micro;L,"complete blood count",,"inbred w/CC7",,both,43,10wks
6202,css,Peters1,RBC,"red blood cell count (RBC; per volume x 10<sup>6</sup>)",n/&micro;L,"complete blood count",,"inbred w/CC7",,both,43,10wks
6203,css,Peters1,mHGB,"measured hemoglobin (HGB)",g/dL,"complete blood count",,"inbred w/CC7",,both,43,10wks
6204,css,Peters1,HCT,"hematocrit (HCT)",%,"complete blood count",,"inbred w/CC7",,both,43,10wks
6205,css,Peters1,MCV,"mean RBC corpuscular volume (MCV)",fL,"complete blood count",,"inbred w/CC7",,both,43,10wks
6206,css,Peters1,MCH,"mean RBC corpuscular hemoglobin (MCH)",pg,"complete blood count",,"inbred w/CC7",,both,43,10wks
6207,css,Peters1,MCHC,"mean RBC corpuscular hemoglobin concentration (MCHC)",g/dL,"complete blood count",,"inbred w/CC7",,both,43,10wks
6208,css,Peters1,CHCM,"RBC corpuscular hemoglobin concentration mean (CHCM)",g/dL,"complete blood count",,"inbred w/CC7",,both,43,10wks
6209,css,Peters1,RDW,"RBC corpuscular distribution width (RDW)",%,"complete blood count",,"inbred w/CC7",,both,43,10wks
6210,css,Peters1,HDW,"hemoglobin concentration distribution width (HDW)",g/dL,"complete blood count",,"inbred w/CC7",,both,43,10wks
6211,css,Peters1,NEUT,"neutrophil differential (percent of total WBC)",%,"complete blood count",,"inbred w/CC7",,both,43,10wks
6212,css,Peters1,LYM,"lymphocyte differential (percent of total WBC)",%,"complete blood count",,"inbred w/CC7",,both,43,10wks
6213,css,Peters1,MONO,"monocyte differential (percent of total WBC)",%,"complete blood count",,"inbred w/CC7",,both,43,10wks
6214,css,Peters1,EOS,"eosinophil differential (percent of total WBC)",%,"complete blood count",,"inbred w/CC7",,both,43,10wks
6215,css,Peters1,LUC,"large unstained cell differential (percent of total WBC)",%,"complete blood count",,"inbred w/CC7",,both,43,10wks
6216,css,Peters1,BASO,"basophil differential (percent of total WBC)",%,"complete blood count",,"inbred w/CC7",,both,43,10wks
6217,css,Peters1,Retic,"reticulocyte differential (percent of total RBC)",%,"complete blood count",,"inbred w/CC7",,both,43,10wks
6218,css,Peters1,cHGB,"calculated hemoglobin (HGB)",g/dL,"complete blood count",,"inbred w/CC7",,both,43,10wks
6219,css,Peters1,PLT,"platelet count (PLT; units per volume x 10<sup>3</sup>)",n/&micro;L,"complete blood count",,"inbred w/CC7",,both,43,10wks
6220,css,Peters1,MPV,"mean platelet volume (MPV)",fL,"complete blood count",,"inbred w/CC7",,both,43,10wks
6225,css,Peters1,Fib,"fibrinogen",mg/dL,"coagulation test",,"inbred w/CC7",,both,43,10wks
6226,css,Peters1,PT,"prothrombin time (PT)",s,"coagulation test",,"inbred w/CC7",,both,43,10wks
6227,css,Peters1,PTT,"partial thromboplastin time (PTT)",s,"coagulation test",,"inbred w/CC7",,both,43,10wks
6305,css,Tordoff2,age,"age of mouse (local parameter)",d,"colony observation",,inbred,,m,28,
6308,css,Tordoff2,bwavg,"body weight average",g,"body weight",,inbred,,m,28,4-12wks
6313,css,Tordoff2,fiavg,"food intake, daily",g,"intake monitoring",,inbred,,m,28,4-12wks
6314,css,Tordoff2,fiavgadj,"food intake, daily adj for body weight",g,"intake monitoring",,inbred,,m,28,4-12wks
6327,css,Tordoff2,wiavg,"water intake, daily",mL,"intake monitoring",,inbred,,m,28,4-12wks
6328,css,Tordoff2,wiavgadj,"water intake, daily adj for body weight",mL,"intake monitoring",,inbred,,m,28,4-12wks
6329,css,Tordoff2,pctr,"percent preference for right spout (local parameter)",%,"intake monitoring",,inbred,,m,28,4-12wks
6501,css,Peters2,WBC,"white blood cell count (WBC; per volume x 10<sup>3</sup>)",n/&micro;L,"complete blood count",,"AXB BXA",,both,28,11wks
6502,css,Peters2,RBC,"red blood cell count (RBC; per volume x 10<sup>6</sup>)",n/&micro;L,"complete blood count",,"AXB BXA",,both,28,11wks
6503,css,Peters2,mHGB,"measured hemoglobin (HGB)",g/dL,"complete blood count",,"AXB BXA",,both,28,11wks
6504,css,Peters2,HCT,"hematocrit (HCT)",%,"complete blood count",,"AXB BXA",,both,28,11wks
6505,css,Peters2,MCV,"mean RBC corpuscular volume (MCV)",fL,"complete blood count",,"AXB BXA",,both,28,11wks
6506,css,Peters2,MCH,"mean RBC corpuscular hemoglobin (MCH)",pg,"complete blood count",,"AXB BXA",,both,28,11wks
6507,css,Peters2,MCHC,"mean RBC corpuscular hemoglobin concentration (MCHC)",g/dL,"complete blood count",,"AXB BXA",,both,28,11wks
6508,css,Peters2,CHCM,"RBC corpuscular hemoglobin concentration mean (CHCM)",g/dL,"complete blood count",,"AXB BXA",,both,28,11wks
6509,css,Peters2,RDW,"RBC corpuscular distribution width (RDW)",%,"complete blood count",,"AXB BXA",,both,28,11wks
6510,css,Peters2,HDW,"hemoglobin concentration distribution width (HDW)",g/dL,"complete blood count",,"AXB BXA",,both,28,11wks
6511,css,Peters2,NEUT,"neutrophil differential (percent of total WBC)",%,"complete blood count",,"AXB BXA",,both,28,11wks
6512,css,Peters2,LYM,"lymphocyte differential (percent of total WBC)",%,"complete blood count",,"AXB BXA",,both,28,11wks
6513,css,Peters2,MONO,"monocyte differential (percent of total WBC)",%,"complete blood count",,"AXB BXA",,both,28,11wks
6514,css,Peters2,EOS,"eosinophil differential (percent of total WBC)",%,"complete blood count",,"AXB BXA",,both,28,11wks
6515,css,Peters2,LUC,"large unstained cell differential (percent of total WBC)",%,"complete blood count",,"AXB BXA",,both,28,11wks
6516,css,Peters2,BASO,"basophil differential (percent of total WBC)",%,"complete blood count",,"AXB BXA",,both,28,11wks
6517,css,Peters2,Retic,"reticulocyte differential (percent of total RBC)",%,"complete blood count",,"AXB BXA",,both,28,11wks
6518,css,Peters2,cHGB,"calculated hemoglobin (HGB)",g/dL,"complete blood count",,"AXB BXA",,both,28,11wks
6519,css,Peters2,PLT,"platelet count (PLT; units per volume x 10<sup>3</sup>)",n/&micro;L,"complete blood count",,"AXB BXA",,both,28,11wks
6520,css,Peters2,MPV,"mean platelet volume (MPV)",fL,"complete blood count",,"AXB BXA",,both,28,11wks
9101,css,Willott1,bw,"body weight",g,"body weight",,"inbred w/CC7",,both,40,5-6wks
9102,css,Willott1,ASR_70,"acoustic startle response (ASR), evoked by 70 dB sound pressure level",amplitude,"acoustic startle test",,"inbred w/CC7",,both,40,5-6wks
9103,css,Willott1,ASR_80,"acoustic startle response (ASR), evoked by 80 dB sound pressure level",amplitude,"acoustic startle test",,"inbred w/CC7",,both,40,5-6wks
9104,css,Willott1,ASR_90,"acoustic startle response (ASR), evoked by 90 dB sound pressure level",amplitude,"acoustic startle test",,"inbred w/CC7",,both,40,5-6wks
9105,css,Willott1,ASR_100,"acoustic startle response (ASR), evoked by 100 dB sound pressure level",amplitude,"acoustic startle test",,"inbred w/CC7",,both,40,5-6wks
9106,css,Willott1,ASR_latency,"mean latency of acoustic startle response (ASR) evoked by 100 dB sound pressure level",ms,"acoustic startle test",,"inbred w/CC7",,both,40,5-6wks
9107,css,Willott1,ASR_habituation,"habituation: ratio of final 4 trials to initial 4 trials (<1.0=diminished ASR)",ratio,"acoustic startle test",,"inbred w/CC7",,both,40,5-6wks
9108,css,Willott1,PPI_4,"mean prepulse inhibition (PPI), 70dB, 4 kHz",ratio,"acoustic startle test",,"inbred w/CC7",,both,40,5-6wks
9109,css,Willott1,PPI_12,"mean prepulse inhibition (PPI), 70dB, 12 kHz",ratio,"acoustic startle test",,"inbred w/CC7",,both,40,5-6wks
9110,css,Willott1,PPI_20,"mean prepulse inhibition (PPI), 70dB, 20 kHz",ratio,"acoustic startle test",,"inbred w/CC7",,both,40,5-6wks
9111,css,Willott1,PPI_tot,"mean prepulse inhibition (PPI), 70dB, all tones",ratio,"acoustic startle test",,"inbred w/CC7",,both,40,5-6wks
9204,css,Seburn1,age,"animal age at test (local parameter)",d,"colony observation",,inbred,,both,16,
9205,css,Seburn1,bw_in,"body weight, start",g,"body weight",,inbred,,both,16,7-9wks
9206,css,Seburn1,bw_out,"body weight, end",g,"body weight",,inbred,,both,16,7-9wks
9207,css,Seburn1,bw_change,"body weight, percent change",g,"body weight",,inbred,,both,16,7-9wks
9208,css,Seburn1,VO2_daily,"oxygen volume, 3 day test, daily",mL/kg/h,"monitoring system",,inbred,,both,16,7-9wks
9209,css,Seburn1,VO2_light,"oxygen volume, 3 day test, light",mL/kg/h,"monitoring system",,inbred,,both,16,7-9wks
9210,css,Seburn1,VO2_dark,"oxygen volume, 3 day test, dark",mL/kg/h,"monitoring system",,inbred,,both,16,7-9wks
9211,css,Seburn1,VCO2_daily,"carbon dioxide volume, 3 day test, daily",mL/kg/h,"monitoring system",,inbred,,both,14,7-9wks
9212,css,Seburn1,VCO2_light,"carbon dioxide volume, 3 day test, light",mL/kg/h,"monitoring system",,inbred,,both,16,7-9wks
9213,css,Seburn1,VCO2_dark,"carbon dioxide volume, 3 day test, dark",mL/kg/h,"monitoring system",,inbred,,both,16,7-9wks
9214,css,Seburn1,RER_daily,"respiratory exchange ratio, 3 day test, daily",ratio,"monitoring system",,inbred,,both,14,7-9wks
9215,css,Seburn1,RER_light,"respiratory exchange ratio, 3 day test, light",ratio,"monitoring system",,inbred,,both,16,7-9wks
9216,css,Seburn1,RER_dark,"respiratory exchange ratio, 3 day test, dark",ratio,"monitoring system",,inbred,,both,16,7-9wks
9217,css,Seburn1,heat_daily,"body heat production, 3 day test, daily",kcal/h,"monitoring system",,inbred,,both,14,7-9wks
9218,css,Seburn1,heat_light,"body heat production, 3 day test, light",kcal/h,"monitoring system",,inbred,,both,16,7-9wks
9219,css,Seburn1,heat_dark,"body heat production, 3 day test, dark",kcal/h,"monitoring system",,inbred,,both,16,7-9wks
9223,css,Seburn1,tot_daily,"total activity, beam breaks per min, 3 day test, daily",n/min,"monitoring system",,inbred,,both,16,7-9wks
9224,css,Seburn1,tot_light,"total activity, beam breaks per min, 3 day test, light",n/min,"monitoring system",,inbred,,both,16,7-9wks
9225,css,Seburn1,tot_dark,"total activity, beam breaks per min, 3 day test, dark",n/min,"monitoring system",,inbred,,both,16,7-9wks
9226,css,Seburn1,aa_daily,"ambulatory activity, beam breaks per min, 3 day test, daily",n/min,"monitoring system",,inbred,,both,16,7-9wks
9227,css,Seburn1,aa_light,"ambulatory activity, beam breaks per min, 3 day test, light",n/min,"monitoring system",,inbred,,both,16,7-9wks
9228,css,Seburn1,aa_dark,"ambulatory activity, beam breaks per min, 3 day test, dark",n/min,"monitoring system",,inbred,,both,16,7-9wks
9229,css,Seburn1,ra_daily,"rearing activity, beam breaks per min, 3 day test, daily",n/min,"monitoring system",,inbred,,both,16,7-9wks
9230,css,Seburn1,ra_light,"rearing activity, beam breaks per min, 3 day test, light",n/min,"monitoring system",,inbred,,both,16,7-9wks
9231,css,Seburn1,ra_dark,"rearing activity, beam breaks per min, 3 day test, dark",n/min,"monitoring system",,inbred,,both,16,7-9wks
9232,css,Seburn1,food,"food intake, daily",g,"intake monitoring",,inbred,,both,15,7-9wks
9233,css,Seburn1,food_adj,"food intake, daily adj for body weight",g,"intake monitoring",,inbred,,both,16,7-9wks
9234,css,Seburn1,cal,"caloric intake, daily",kcal/d,"intake monitoring",,inbred,,both,15,7-9wks
9235,css,Seburn1,cal_adj,"caloric intake, daily adj for body weight",kcal/d,"intake monitoring",,inbred,,both,16,7-9wks
9236,css,Seburn1,water_tot,"water intake, 3 day total",mL,"intake monitoring",,inbred,,both,16,7-9wks
9237,css,Seburn1,water,"water intake, daily",mL,"intake monitoring",,inbred,,both,16,7-9wks
9238,css,Seburn1,water_adj,"water intake, daily adj for body weight",mL,"intake monitoring",,inbred,,both,16,7-9wks
9303,css,Jax2,h2_haplotype,"major histocompatibility complex (MHC) H2 haplotype",designation,"MHC haplotype tissue typing",,inbred,categorical,both,,
9401,css,Brown1,activity_d1_OFT,"total locomotor activity, line crosses plus rearing, 5 min test, day 1",n,"open field test",,inbred,,both,14,10wks
9402,css,Brown1,activity_LD,"total activity, line crosses plus rearing, 5 min test",n,"light-dark box",,inbred,,both,14,10wks
9403,css,Brown1,activity_EPM,"total activity, line crosses plus rearing, 5 min test",n,"elevated plus maze",,inbred,,both,14,10wks
9404,css,Brown1,activity_EZM,"total activity, line crosses plus rearing, 5 min test",n,"elevated zero maze",,inbred,,both,13,10wks
9410,css,Brown1,defecation_d1_OFT,"fecal boli count, 5 min test, day 1",n,"open field test",,inbred,,both,14,10wks
9411,css,Brown1,freeze_d1_OFT,"freezing duration, day 1",s,"open field test",,inbred,,both,14,10wks
9412,css,Brown1,groom_d1_OFT,"grooming duration, day 1",s,"open field test",,inbred,,both,14,10wks
9413,css,Brown1,stretch_d1_OFT,"total stretch attends, 5 min test, day 1",n,"open field test",,inbred,,both,14,10wks
9414,css,Brown1,urination_d1_OFT,"urine puddle count, 5 min test, day 1",n,"open field test",,inbred,,both,14,10wks
9415,css,Brown1,dark_dur_LD,"dark zone duration",s,"light-dark box",,inbred,,both,14,10wks
9416,css,Brown1,defecation_LD,"fecal boli count",n,"light-dark box",,inbred,,both,14,10wks
9417,css,Brown1,groom_LD,"grooming duration",s,"light-dark box",,inbred,,both,14,10wks
9418,css,Brown1,stretch_LD,"total stretch attends",n,"light-dark box",,inbred,,both,14,10wks
9419,css,Brown1,urination_LD,"urine puddle count",n,"light-dark box",,inbred,,both,14,10wks
9420,css,Brown1,avoid_index_EPM,"open arms avoidance index",n,"elevated plus maze",,inbred,,both,14,10wks
9421,css,Brown1,close_dur_EPM,"closed arms duration",s,"elevated plus maze",,inbred,,both,14,10wks
9422,css,Brown1,close_ent_EPM,"closed arms entries",n,"elevated plus maze",,inbred,,both,14,10wks
9423,css,Brown1,close_prop_EPM,"closed arms, proportion of total time",ratio,"elevated plus maze",,inbred,,both,14,10wks
9424,css,Brown1,defecation_EPM,"fecal boli count",n,"elevated plus maze",,inbred,,both,14,10wks
9425,css,Brown1,groom_EPM,"grooming duration",s,"elevated plus maze",,inbred,,both,14,10wks
9426,css,Brown1,headip_EPM,"total head-dips",n,"elevated plus maze",,inbred,,both,14,10wks
9427,css,Brown1,stretch_EPM,"total stretch attends",n,"elevated plus maze",,inbred,,both,14,10wks
